timestamp,temperature_C
651055.0,26.375
653563.0,26.375
656071.0,26.375
658579.0,26.375
661087.0,26.375
663595.0,26.375
666103.0,26.375
668611.0,26.375
671119.0,26.375
673627.0,26.375
676134.0,26.437
678641.0,26.375
681148.0,26.375
683655.0,26.375
686162.0,26.375
688669.0,26.375
691176.0,26.375
693684.0,26.312
696192.0,26.375
698700.0,26.437
701208.0,26.375
703716.0,26.437
706224.0,26.375
708732.0,26.375
711240.0,26.375
713748.0,26.375
716255.0,26.375
718762.0,26.312
721270.0,26.312
723778.0,26.375
726286.0,26.375
728794.0,26.375
731302.0,26.375
733810.0,26.375
736318.0,26.312
738826.0,26.312
741334.0,26.375
743842.0,26.375
746350.0,26.312
748858.0,26.375
751365.0,26.375
753872.0,26.312
756379.0,26.375
758886.0,26.375
761393.0,26.375
763900.0,26.437
766407.0,26.375
768914.0,26.375
771421.0,26.375
773928.0,26.375
776435.0,26.375
778942.0,26.375
781449.0,26.375
783956.0,26.375
786463.0,26.375
788970.0,26.375
791477.0,26.375
793985.0,26.375
796492.0,26.375
799000.0,26.312
801508.0,26.312
804016.0,26.375
806524.0,26.312
809032.0,26.312
811539.0,26.312
814046.0,26.312
816553.0,26.312
819060.0,26.312
821567.0,26.312
824074.0,26.375
826581.0,26.312
829088.0,26.312
831595.0,26.312
834102.0,26.312
836609.0,26.312
839116.0,26.312
841623.0,26.312
844130.0,26.312
846637.0,26.312
849144.0,26.375
851651.0,26.312
854158.0,26.312
856665.0,26.312
859173.0,26.312
861680.0,26.312
864187.0,26.312
866694.0,26.312
869201.0,26.312
871708.0,26.312
874215.0,26.312
876722.0,26.312
879229.0,26.312
881737.0,26.312
884245.0,26.312
886753.0,26.312
889261.0,26.312
891769.0,26.312
894276.0,26.312
896783.0,26.25
899290.0,26.25
901797.0,26.312
904304.0,26.312
906811.0,26.312
909318.0,26.312
911825.0,26.312
914332.0,26.312
916839.0,26.312
919347.0,26.312
921855.0,26.312
924363.0,26.312
926870.0,26.312
929377.0,26.312
931884.0,26.312
934391.0,26.312
936899.0,26.25
939407.0,26.312
941915.0,26.312
944423.0,26.312
946930.0,26.312
949438.0,26.312
951946.0,26.312
954454.0,26.312
956962.0,26.25
959470.0,26.312
961978.0,26.312
964486.0,26.25
966994.0,26.25
969501.0,26.25
972008.0,26.25
974515.0,26.25
977022.0,26.312
979529.0,26.25
982036.0,26.25
984544.0,26.25
987051.0,26.25
989558.0,26.25
992065.0,26.25
994572.0,26.25
997080.0,26.25
999588.0,26.25
1002096.0,26.25
1004604.0,26.187
1007112.0,26.25
1009619.0,26.25
1012126.0,26.25
1014633.0,26.187
1017140.0,26.25
1019647.0,26.25
1022154.0,26.25
1024661.0,26.25
1027168.0,26.25
1029676.0,26.25
1032184.0,26.25
1034692.0,26.25
1037200.0,26.187
1039707.0,26.25
1042214.0,26.187
1044721.0,26.25
1047228.0,26.25
1049735.0,26.25
1052242.0,26.187
1054749.0,26.187
1057256.0,26.187
1059763.0,26.187
1062270.0,25.937
1064777.0,25.687
1067284.0,28.687
1069791.0,31.125
1072298.0,32.688
1074805.0,33.875
1077312.0,34.75
1079821.0,35.438
1082329.0,36.063
1084837.0,36.563
1087345.0,36.938
1089853.0,37.25
1092361.0,37.563
1094869.0,37.813
1097377.0,38.0
1099885.0,38.188
1102393.0,38.313
1104901.0,38.375
1107409.0,38.5
1109917.0,38.563
1112425.0,38.688
1114933.0,38.688
1117441.0,38.75
1119949.0,38.813
1122457.0,38.813
1124965.0,38.875
1127473.0,38.813
1129981.0,38.875
1132489.0,38.875
1134997.0,38.938
1137505.0,38.875
1140013.0,38.875
1142521.0,38.875
1145029.0,38.875
1147537.0,38.875
1150045.0,38.875
1152553.0,38.875
1155061.0,38.875
1157569.0,38.813
1160077.0,38.813
1162585.0,38.813
1165093.0,38.813
1167601.0,38.813
1170109.0,38.813
1172617.0,38.75
1175125.0,38.813
1177633.0,38.688
1180141.0,38.75
1182649.0,38.688
1185157.0,38.688
1187665.0,38.625
1190173.0,38.625
1192681.0,38.625
1195189.0,38.625
1197697.0,38.625
1200205.0,38.625
1202713.0,38.563
1205221.0,38.5
1207729.0,38.5
1210237.0,38.5
1212745.0,38.5
1215253.0,38.438
1217761.0,38.438
1220269.0,38.438
1222777.0,38.375
1225285.0,38.375
1227793.0,38.375
1230301.0,38.375
1232809.0,38.375
1235317.0,38.313
1237825.0,38.313
1240333.0,38.313
1242841.0,38.313
1245349.0,38.25
1247857.0,38.25
1250365.0,38.25
1252873.0,38.25
1255381.0,38.188
1257889.0,38.188
1260397.0,38.188
1262905.0,38.125
1265413.0,38.125
1267921.0,38.125
1270429.0,38.125
1272937.0,38.063
1275445.0,38.063
1277953.0,38.063
1280461.0,38.0
1282969.0,38.0
1285477.0,38.0
1287985.0,38.0
1290493.0,37.938
1293001.0,37.938
1295509.0,37.938
1298017.0,37.875
1300525.0,37.875
1303033.0,37.875
1305541.0,37.938
1308049.0,37.875
1310557.0,37.813
1313065.0,37.875
1315573.0,37.813
1318081.0,37.75
1320589.0,37.75
1323097.0,37.75
1325605.0,37.688
1328113.0,37.688
1330621.0,37.625
1333129.0,37.688
1335637.0,37.625
1338145.0,37.688
1340653.0,37.625
1343161.0,37.563
1345669.0,37.563
1348177.0,37.563
1350685.0,37.563
1353193.0,37.5
1355701.0,37.563
1358209.0,37.5
1360717.0,37.438
1363225.0,37.5
1365733.0,37.438
1368241.0,37.438
1370749.0,37.375
1373257.0,37.375
1375765.0,37.375
1378273.0,37.313
1380781.0,37.313
1383289.0,37.313
1385797.0,37.25
1388305.0,37.313
1390813.0,37.313
1393321.0,37.25
1395829.0,37.25
1398337.0,37.25
1400845.0,37.188
1403353.0,37.25
1405861.0,37.25
1408369.0,37.188
1410877.0,37.188
1413385.0,37.188
1415893.0,37.125
1418401.0,37.125
1420909.0,37.063
1423417.0,37.125
1425925.0,37.063
1428433.0,37.0
1430941.0,37.063
1433449.0,37.0
1435957.0,37.0
1438465.0,36.938
1440973.0,36.938
1443481.0,36.938
1445989.0,36.875
1448497.0,36.938
1451005.0,36.875
1453513.0,36.875
1456021.0,36.875
1458529.0,36.813
1461037.0,36.813
1463545.0,36.75
1466053.0,36.813
1468561.0,36.75
1471069.0,36.75
1473577.0,36.75
1476085.0,36.75
1478593.0,36.688
1481101.0,36.688
1483609.0,36.688
1486117.0,36.688
1488625.0,36.688
1491133.0,36.625
1493641.0,36.625
1496149.0,36.625
1498657.0,36.625
1501165.0,36.563
1503673.0,36.563
1506181.0,36.563
1508689.0,36.563
1511197.0,36.5
1513705.0,36.5
1516213.0,36.438
1518721.0,36.438
1521229.0,36.438
1523737.0,36.438
1526245.0,36.375
1528753.0,36.375
1531261.0,36.375
1533769.0,36.375
1536277.0,36.313
1538785.0,36.313
1541293.0,36.313
1543801.0,36.25
1546309.0,36.25
1548817.0,36.25
1551325.0,36.25
1553833.0,36.188
1556341.0,36.125
1558849.0,36.188
1561357.0,36.188
1563865.0,36.125
1566373.0,36.125
1568881.0,36.125
1571389.0,36.125
1573896.0,36.125
1576405.0,36.063
1578913.0,36.063
1581421.0,36.063
1583929.0,36.0
1586437.0,36.0
1588945.0,36.0
1591453.0,35.938
1593961.0,35.938
1596469.0,35.938
1598977.0,35.938
1601485.0,35.938
1603992.0,35.938
1606500.0,35.938
1609009.0,35.875
1611517.0,35.875
1614025.0,35.813
1616532.0,35.875
1619040.0,35.813
1621549.0,35.813
1624057.0,35.813
1626565.0,35.813
1629072.0,35.75
1631581.0,35.75
1634089.0,35.688
1636597.0,35.688
1639105.0,35.688
1641613.0,35.625
1644121.0,35.688
1646628.0,35.688
1649137.0,35.625
1651645.0,35.625
1654153.0,35.625
1656660.0,35.625
1659169.0,35.563
1661677.0,35.563
1664185.0,35.563
1666693.0,35.5
1669201.0,35.5
1671708.0,35.563
1674217.0,35.5
1676725.0,35.5
1679233.0,35.438
1681741.0,35.438
1684249.0,35.375
1686757.0,35.438
1689265.0,35.438
1691772.0,35.438
1694280.0,35.375
1696789.0,35.438
1699297.0,35.375
1701805.0,35.313
1704313.0,35.313
1706821.0,35.313
1709329.0,35.375
1711837.0,35.313
1714345.0,35.313
1716853.0,35.313
1719361.0,35.25
1721868.0,35.25
1724376.0,35.25
1726885.0,35.25
1729393.0,35.188
1731900.0,35.25
1734409.0,35.188
1736916.0,35.188
1739424.0,35.188
1741932.0,35.125
1744440.0,35.125
1746948.0,35.188
1749457.0,35.125
1751964.0,35.063
1754473.0,35.063
1756980.0,35.063
1759489.0,35.063
1761997.0,35.063
1764504.0,35.063
1767013.0,35.0
1769520.0,35.0
1772028.0,35.0
1774537.0,35.0
1777045.0,34.938
1779553.0,35.0
1782061.0,34.938
1784569.0,34.875
1787077.0,34.875
1789584.0,34.875
1792092.0,34.875
1794600.0,34.875
1797109.0,34.813
1799617.0,34.813
1802125.0,34.75
1804633.0,34.813
1807141.0,34.813
1809649.0,34.75
1812157.0,34.75
1814665.0,34.75
1817173.0,34.75
1819681.0,34.75
1822188.0,34.688
1824696.0,34.75
1827204.0,34.688
1829712.0,34.688
1832220.0,34.688
1834728.0,34.688
1837236.0,34.688
1839744.0,34.688
1842252.0,34.688
1844760.0,34.688
1847268.0,34.688
1849776.0,34.625
1852284.0,34.625
1854792.0,34.625
1857300.0,34.563
1859808.0,34.5
1862316.0,34.563
1864824.0,34.5
1867332.0,34.5
1869840.0,34.5
1872348.0,34.438
1874856.0,34.438
1877364.0,34.438
1879872.0,34.438
1882380.0,34.438
1884888.0,34.438
1887397.0,34.375
1889904.0,34.313
1892412.0,34.375
1894920.0,34.375
1897429.0,34.313
1899937.0,34.313
1902445.0,34.313
1904953.0,34.25
1907460.0,34.25
1909968.0,34.25
1912476.0,34.25
1914984.0,34.25
1917493.0,34.188
1920001.0,34.188
1922509.0,34.188
1925016.0,34.188
1927524.0,34.188
1930032.0,34.188
1932540.0,34.188
1935048.0,34.188
1937556.0,34.188
1940065.0,34.188
1942573.0,34.188
1945080.0,34.125
1947588.0,34.125
1950097.0,34.125
1952604.0,34.063
1955113.0,34.063
1957620.0,34.0
1960128.0,34.0
1962637.0,34.0
1965144.0,34.0
1967652.0,34.0
1970160.0,34.0
1972669.0,33.938
1975177.0,33.563
1977684.0,32.938
1980192.0,32.063
1982700.0,31.562
1985208.0,31.625
1987716.0,31.687
1990223.0,31.812
1992731.0,31.75
1995239.0,31.562
1997747.0,31.437
2000255.0,31.375
2002763.0,31.312
2005271.0,31.125
2007779.0,31.062
2010286.0,30.812
2012793.0,30.562
2015301.0,30.375
2017809.0,30.312
2020317.0,30.187
2022825.0,30.125
2025333.0,30.062
2027840.0,30.0
2030347.0,29.687
2032855.0,29.437
2035363.0,29.312
2037871.0,29.312
2040378.0,29.312
2042885.0,29.375
2045392.0,29.437
2047899.0,29.5
2050406.0,29.562
2052913.0,29.562
2055420.0,29.562
2057928.0,29.625
2060436.0,29.687
2062944.0,29.687
2065452.0,29.687
2067959.0,29.687
2070467.0,29.75
2072975.0,29.75
2075482.0,29.687
2077990.0,29.812
2080498.0,29.812
2083006.0,29.812
2085514.0,29.875
2088022.0,29.812
2090529.0,29.875
2093037.0,29.937
2095544.0,29.937
2098051.0,29.937
2100558.0,29.937
2103065.0,30.0
2105572.0,30.0
2108079.0,30.0
2110586.0,30.0
2113093.0,30.0
2115600.0,30.062
2118107.0,30.062
2120614.0,30.062
2123121.0,30.062
2125628.0,30.125
2128136.0,30.125
2130644.0,30.125
2133151.0,30.125
2135659.0,30.125
2138167.0,30.125
2140675.0,30.125
2143183.0,30.187
2145691.0,30.125
2148199.0,30.187
2150707.0,30.187
2153215.0,30.187
2155723.0,30.187
2158231.0,30.25
2160739.0,30.25
2163247.0,30.187
2165755.0,30.25
2168262.0,30.25
2170770.0,30.25
2173278.0,30.25
2175785.0,30.25
2178293.0,30.312
2180801.0,30.312
2183309.0,30.312
2185817.0,30.312
2188324.0,30.25
2190831.0,30.312
2193338.0,30.312
2195845.0,30.312
2198352.0,30.375
2200859.0,30.312
2203366.0,30.312
2205873.0,30.312
2208380.0,30.312
2210887.0,30.312
2213394.0,30.312
2215901.0,30.312
2218408.0,30.312
2220915.0,30.375
2223422.0,30.312
2225929.0,30.312
2228436.0,30.312
2230943.0,30.375
2233451.0,30.375
2235958.0,30.312
2238465.0,30.312
2240972.0,30.312
2243479.0,30.312
2245986.0,30.312
2248494.0,30.375
2251002.0,30.375
2253510.0,30.375
2256018.0,30.375
2258525.0,30.375
2261032.0,30.375
2263539.0,30.312
2266046.0,30.375
2268554.0,30.375
2271062.0,30.375
2273569.0,30.437
2276076.0,30.375
2278583.0,30.312
2281090.0,30.437
2283597.0,30.312
2286105.0,30.375
2288613.0,30.437
2291121.0,30.437
2293629.0,30.375
2296137.0,30.375
2298645.0,30.437
2301153.0,30.375
2303660.0,30.375
2306167.0,30.437
2308675.0,30.375
2311183.0,30.375
2313691.0,30.312
2316199.0,30.375
2318706.0,30.375
2321213.0,30.375
2323721.0,30.375
2326229.0,30.375
2328737.0,30.437
2331245.0,30.375
2333753.0,30.437
2336261.0,30.312
2338769.0,30.375
2341277.0,30.375
2343785.0,30.375
2346293.0,30.437
2348801.0,30.375
2351309.0,30.375
2353817.0,30.375
2356325.0,30.375
2358833.0,30.375
2361341.0,30.375
2363849.0,30.375
2366357.0,30.375
2368865.0,30.437
2371373.0,30.375
2373881.0,30.375
2376389.0,30.375
2378897.0,30.375
2381405.0,30.375
2383913.0,30.375
2386421.0,30.375
2388929.0,30.375
2391437.0,30.375
2393945.0,30.375
2396453.0,30.375
2398960.0,30.375
2401467.0,30.375
2403974.0,30.375
2406481.0,30.375
2408988.0,30.375
2411496.0,30.375
2414003.0,30.375
2416510.0,30.375
2419017.0,30.375
2421524.0,30.312
2424031.0,30.375
2426538.0,30.375
2429045.0,30.312
2431552.0,30.312
2434059.0,30.312
2436566.0,30.375
2439073.0,30.375
2441580.0,30.375
2444087.0,30.312
2446594.0,30.312
2449101.0,30.312
2451608.0,30.312
2454115.0,30.25
2456622.0,30.312
2459129.0,30.375
2461636.0,30.312
2464143.0,30.312
2466651.0,30.312
2469159.0,30.312
2471666.0,30.312
2474173.0,30.312
2476680.0,30.25
2479187.0,30.312
2481694.0,30.312
2484201.0,30.25
2486708.0,30.25
2489215.0,30.25
2491722.0,30.25
2494230.0,30.25
2496738.0,30.25
2499246.0,30.25
2501753.0,30.25
2504260.0,30.25
2506768.0,30.187
2509276.0,30.25
2511784.0,30.25
2514292.0,30.25
2516800.0,30.187
2519308.0,30.25
2521815.0,30.187
2524323.0,30.25
2526831.0,30.25
2529339.0,30.187
2531847.0,30.25
2534354.0,30.187
2536861.0,30.187
2539368.0,30.25
2541876.0,30.187
2544384.0,30.187
2546892.0,30.187
2549400.0,30.187
2551908.0,30.187
2554416.0,30.187
2556924.0,30.125
2559431.0,30.187
2561938.0,30.187
2564445.0,30.125
2566953.0,30.125
2569460.0,30.125
2571967.0,30.125
2574474.0,30.125
2576981.0,30.125
2579489.0,30.125
2581997.0,30.125
2584505.0,30.125
2587013.0,30.125
2589521.0,30.125
2592029.0,30.062
2594536.0,30.125
2597044.0,30.062
2599552.0,29.937
2602060.0,29.5
2604568.0,29.062
2607076.0,28.625
2609584.0,28.312
2612092.0,28.062
2614600.0,27.625
2617109.0,25.937
2619616.0,22.625
2622123.0,19.187
2624632.0,16.312
2627140.0,14.438
2629648.0,13.063
2632156.0,12.063
2634664.0,11.375
2637172.0,10.75
2639680.0,10.313
2642189.0,9.938
2644698.0,9.563
2647208.0,9.375
2649717.0,9.125
2652226.0,9.0
2654735.0,8.75
2657244.0,8.625
2659753.0,8.563
2662262.0,8.375
2664771.0,8.313
2667280.0,8.25
2669789.0,8.188
2672298.0,8.188
2674807.0,8.063
2677316.0,8.0
2679825.0,8.063
2682334.0,8.0
2684843.0,7.875
2687352.0,7.875
2689861.0,7.875
2692370.0,7.812
2694879.0,7.75
2697388.0,7.812
2699897.0,7.812
2702406.0,7.75
2704915.0,7.75
2707424.0,7.687
2709933.0,7.687
2712442.0,7.687
2714951.0,7.687
2717460.0,7.625
2719969.0,7.625
2722478.0,7.375
2724987.0,7.312
2727496.0,7.312
2730005.0,7.312
2732514.0,7.312
2735023.0,7.375
2737532.0,7.375
2740041.0,7.437
2742550.0,7.437
2745059.0,7.437
2747568.0,7.5
2750077.0,7.5
2752586.0,7.5
2755095.0,7.5
2757604.0,7.5
2760113.0,7.562
2762622.0,7.562
2765131.0,7.5
2767640.0,7.562
2770149.0,7.562
2772658.0,7.562
2775167.0,7.562
2777676.0,7.562
2780185.0,7.625
2782694.0,7.562
2785203.0,7.562
2787712.0,7.562
2790221.0,7.562
2792730.0,7.562
2795239.0,7.562
2797748.0,7.5
2800257.0,7.5
2802766.0,7.5
2805275.0,7.5
2807784.0,7.5
2810293.0,7.5
2812802.0,7.5
2815311.0,7.5
2817820.0,7.5
2820329.0,7.5
2822838.0,7.437
2825347.0,7.437
2827856.0,7.437
2830365.0,7.437
2832874.0,7.375
2835383.0,7.375
2837892.0,7.375
2840401.0,7.437
2842910.0,7.375
2845419.0,7.437
2847928.0,7.437
2850437.0,7.437
2852946.0,7.437
2855455.0,7.437
2857964.0,7.437
2860473.0,7.5
2862982.0,7.5
2865491.0,7.375
2868000.0,7.375
2870509.0,7.375
2873018.0,7.312
2875527.0,7.312
2878036.0,7.312
2880545.0,7.312
2883054.0,7.375
2885563.0,7.375
2888072.0,7.312
2890581.0,7.375
2893090.0,7.312
2895599.0,7.375
2898108.0,7.375
2900617.0,7.375
2903126.0,7.375
2905635.0,7.375
2908144.0,7.375
2910653.0,7.375
2913162.0,7.375
2915671.0,7.375
2918180.0,7.375
2920689.0,7.437
2923198.0,7.375
2925707.0,7.375
2928216.0,7.375
2930725.0,7.437
2933234.0,7.375
2935743.0,7.375
2938252.0,7.437
2940761.0,7.375
2943270.0,7.437
2945779.0,7.437
2948288.0,7.437
2950797.0,7.437
2953306.0,7.437
2955815.0,7.437
2958324.0,7.437
2960833.0,7.5
2963342.0,7.5
2965851.0,7.5
2968360.0,7.562
2970869.0,7.562
2973378.0,7.562
2975887.0,7.562
2978396.0,7.625
2980905.0,7.625
2983414.0,7.625
2985923.0,7.687
2988432.0,7.687
2990941.0,7.687
2993450.0,7.75
2995959.0,7.687
2998468.0,7.687
3000977.0,7.75
3003486.0,7.75
3005995.0,7.687
3008504.0,7.75
3011013.0,7.75
3013522.0,7.75
3016031.0,7.75
3018540.0,7.75
3021049.0,7.812
3023558.0,7.875
3026067.0,7.812
3028576.0,7.875
3031085.0,7.875
3033594.0,7.875
3036103.0,7.875
3038612.0,7.875
3041121.0,7.875
3043630.0,7.875
3046139.0,7.875
3048648.0,7.875
3051157.0,7.937
3053666.0,7.937
3056175.0,7.937
3058684.0,7.937
3061193.0,7.937
3063702.0,7.937
3066211.0,7.937
3068720.0,8.0
3071229.0,8.0
3073738.0,8.0
3076247.0,8.0
3078756.0,8.0
3081265.0,8.0
3083774.0,8.063
3086283.0,8.063
3088792.0,8.063
3091301.0,8.125
3093810.0,8.063
3096319.0,8.063
3098828.0,8.125
3101337.0,8.125
3103846.0,8.125
3106355.0,8.188
3108864.0,8.125
3111373.0,8.125
3113882.0,8.125
3116391.0,8.125
3118900.0,8.188
3121409.0,8.188
3123918.0,8.125
3126427.0,8.188
3128936.0,8.188
3131445.0,8.25
3133954.0,8.25
3136463.0,8.188
3138972.0,8.188
3141481.0,8.188
3143990.0,8.25
3146499.0,8.25
3149008.0,8.313
3151517.0,8.313
3154026.0,8.313
3156535.0,8.313
3159044.0,8.25
3161553.0,8.25
3164062.0,8.25
3166571.0,8.313
3169080.0,8.375
3171589.0,8.375
3174098.0,8.375
3176607.0,8.375
3179116.0,8.375
3181625.0,8.375
3184134.0,8.375
3186643.0,8.375
3189152.0,8.375
3191661.0,8.25
3194170.0,8.125
3196679.0,8.0
3199188.0,8.063
3201697.0,8.063
3204206.0,8.063
3206715.0,8.125
3209224.0,8.125
3211733.0,8.125
3214242.0,8.125
3216751.0,8.188
3219260.0,8.188
3221769.0,8.25
3224278.0,8.25
3226787.0,8.25
3229296.0,8.313
3231805.0,8.313
3234314.0,8.375
3236823.0,8.375
3239332.0,8.438
3241841.0,8.438
3244350.0,8.438
3246859.0,8.5
3249368.0,8.5
3251877.0,8.563
3254386.0,8.625
3256895.0,8.625
3259404.0,8.625
3261913.0,8.625
3264422.0,8.688
3266931.0,8.625
3269440.0,8.688
3271949.0,8.688
3274458.0,8.688
3276967.0,8.688
3279476.0,8.688
3281985.0,8.75
3284494.0,8.813
3287003.0,8.813
3289512.0,8.813
3292021.0,8.813
3294530.0,8.813
3297039.0,8.75
3299548.0,8.875
3302057.0,8.938
3304566.0,8.875
3307075.0,8.875
3309584.0,8.938
3312093.0,8.875
3314602.0,8.938
3317111.0,9.0
3319620.0,9.0
3322129.0,9.0
3324638.0,9.0
3327147.0,9.0
3329656.0,9.0
3332165.0,9.063
3334674.0,9.063
3337183.0,9.063
3339691.0,9.063
3342200.0,9.125
3344709.0,9.125
3347219.0,9.125
3349727.0,9.188
3352236.0,9.25
3354745.0,9.25
3357254.0,9.25
3359763.0,9.25
3362272.0,9.313
3364781.0,9.313
3367290.0,9.313
3369799.0,9.313
3372308.0,9.375
3374817.0,9.438
3377326.0,9.375
3379835.0,9.375
3382345.0,9.313
3384853.0,9.375
3387362.0,9.438
3389871.0,9.438
3392381.0,9.438
3394890.0,9.438
3397398.0,9.563
3399907.0,9.5
3402416.0,9.5
3404925.0,9.563
3407434.0,9.563
3409943.0,9.563
3412452.0,9.563
3414961.0,9.563
3417470.0,9.625
3419979.0,9.625
3422488.0,9.625
3424997.0,9.625
3427506.0,9.625
3430015.0,9.688
3432524.0,9.688
3435033.0,9.688
3437542.0,9.688
3440051.0,9.625
3442560.0,9.75
3445069.0,9.75
3447578.0,9.75
3450087.0,9.75
3452596.0,9.813
3455105.0,9.75
3457614.0,9.813
3460123.0,9.75
3462632.0,9.813
3465141.0,9.813
3467650.0,9.875
3470159.0,9.875
3472668.0,9.875
3475177.0,9.938
3477686.0,9.938
3480195.0,9.938
3482704.0,9.938
3485213.0,9.938
3487722.0,9.938
3490231.0,9.938
3492740.0,10.0
3495249.0,10.0
3497758.0,10.063
3500266.0,10.125
3502775.0,10.063
3505284.0,10.125
3507793.0,10.063
3510302.0,10.125
3512811.0,10.063
3515320.0,10.063
3517829.0,10.125
3520338.0,10.188
3522847.0,10.125
3525356.0,10.188
3527865.0,10.188
3530374.0,10.188
3532883.0,10.188
3535391.0,10.25
3537900.0,10.25
3540409.0,10.25
3542918.0,10.25
3545427.0,10.25
3547936.0,10.313
3550445.0,10.313
3552954.0,10.313
3555463.0,10.313
3557972.0,10.25
3560481.0,10.313
3562990.0,10.313
3565499.0,10.375
3568007.0,10.438
3570515.0,10.375
3573024.0,10.375
3575533.0,10.375
3578042.0,10.438
3580550.0,10.438
3583058.0,10.375
3585567.0,10.438
3588076.0,10.5
3590584.0,10.5
3593092.0,10.5
3595600.0,10.563
3598108.0,10.563
3600616.0,10.563
3603124.0,10.563
